   x   |    y   |    f
.8824  | .1920  | 1.8325
.8824  | .1935  | 1.8334
.8824  | .1950  | 1.8343
.8824  | .1965  | 1.8352
.8824  | .1980  | 1.8361
.8824  | .1995  | 1.8370
.8824  | .2010  | 1.8378
.8824  | .2025  | 1.8387
.8824  | .2040  | 1.8396
.8824  | .2055  | 1.8405
.8824  | .2070  | 1.8413
.8824  | .2085  | 1.8422
.8824  | .2100  | 1.8431
.8824  | .2115  | 1.8440
.8824  | .2130  | 1.8448
.8824  | .2145  | 1.8457
.8824  | .2160  | 1.8465
.8824  | .2175  | 1.8474
.8824  | .2190  | 1.8483
.8824  | .2205  | 1.8491
.8824  | .2220  | 1.8500
.8824  | .2235  | 1.8508
.8824  | .2250  | 1.8517
.8824  | .2265  | 1.8525
.8824  | .2280  | 1.8534
.8824  | .2295  | 1.8542
.8824  | .2310  | 1.8551
.8824  | .2325  | 1.8559
.8824  | .2340  | 1.8568
.8824  | .2355  | 1.8576
.8824  | .2370  | 1.8584
.8824  | .2385  | 1.8593
.8824  | .2400  | 1.8601
.8824  | .2415  | 1.8609
.8824  | .2430  | 1.8618
.8808  | .1230  | 1.7816
.8808  | .1245  | 1.7826
.8808  | .1260  | 1.7835
.8808  | .1275  | 1.7845
.8808  | .1290  | 1.7855
.8808  | .1305  | 1.7865
.8808  | .1320  | 1.7875
.8808  | .1335  | 1.7884
.8808  | .1350  | 1.7894
.8808  | .1365  | 1.7904
.8808  | .1380  | 1.7913
.8808  | .1395  | 1.7923
.8808  | .1410  | 1.7933
.8808  | .1425  | 1.7942
.8808  | .1440  | 1.7952
.8808  | .1455  | 1.7961
.8808  | .1470  | 1.7971
.8808  | .1485  | 1.7980
.8808  | .1500  | 1.7990
.8808  | .1515  | 1.7999
.8808  | .1530  | 1.8009
.8808  | .1545  | 1.8018
.8808  | .1560  | 1.8028
.8808  | .1575  | 1.8037
.8808  | .1590  | 1.8047
.8808  | .1605  | 1.8056
.8808  | .1620  | 1.8065
.8808  | .1635  | 1.8075
.8808  | .1650  | 1.8084
.8808  | .1665  | 1.8093
.8808  | .1680  | 1.8102
.8808  | .1695  | 1.8112
.8808  | .1710  | 1.8121
.8808  | .1725  | 1.8130
.8808  | .1740  | 1.8139
.8808  | .1755  | 1.8149
.8808  | .1770  | 1.8158
.8808  | .1785  | 1.8167
.8808  | .1800  | 1.8176
.8808  | .1815  | 1.8185
.8808  | .1830  | 1.8194
.8808  | .1845  | 1.8203
.8808  | .1860  | 1.8212
.8808  | .1875  | 1.8221
.8808  | .1890  | 1.8230
.8808  | .1905  | 1.8239
.8808  | .1920  | 1.8248
.8808  | .1935  | 1.8257
.8808  | .1950  | 1.8266
.8808  | .1965  | 1.8275
.8808  | .1980  | 1.8284
.8808  | .1995  | 1.8293
.8808  | .2010  | 1.8302
.8808  | .2025  | 1.8311
.8808  | .2040  | 1.8319
.8808  | .2055  | 1.8328
.8808  | .2070  | 1.8337
.8808  | .2085  | 1.8346
.8808  | .2100  | 1.8354
.8808  | .2115  | 1.8363
.8808  | .2130  | 1.8372
.8808  | .2145  | 1.8381
.8808  | .2160  | 1.8389
.8808  | .2175  | 1.8398
.8808  | .2190  | 1.8407
.8808  | .2205  | 1.8415
.8808  | .2220  | 1.8424
.8808  | .2235  | 1.8432
.8808  | .2250  | 1.8441
.8808  | .2265  | 1.8450
.8808  | .2280  | 1.8458
.8808  | .2295  | 1.8467
.8808  | .2310  | 1.8475
.8808  | .2325  | 1.8484
.8808  | .2340  | 1.8492
.8808  | .2355  | 1.8501
.8808  | .2370  | 1.8509
.8808  | .2385  | 1.8517
.8808  | .2400  | 1.8526
.8808  | .2415  | 1.8534
.8808  | .2430  | 1.8543
.8792  | .1230  | 1.7736
.8792  | .1245  | 1.7746
.8792  | .1260  | 1.7756
.8792  | .1275  | 1.7766
.8792  | .1290  | 1.7776
.8792  | .1305  | 1.7786
.8792  | .1320  | 1.7795
.8792  | .1335  | 1.7805
.8792  | .1350  | 1.7815
.8792  | .1365  | 1.7825
.8792  | .1380  | 1.7834
.8792  | .1395  | 1.7844
.8792  | .1410  | 1.7854
.8792  | .1425  | 1.7863
.8792  | .1440  | 1.7873
.8792  | .1455  | 1.7883
.8792  | .1470  | 1.7892
.8792  | .1485  | 1.7902
.8792  | .1500  | 1.7912
.8792  | .1515  | 1.7921
.8792  | .1530  | 1.7931
.8792  | .1545  | 1.7940
.8792  | .1560  | 1.7950
.8792  | .1575  | 1.7959
.8792  | .1590  | 1.7969
.8792  | .1605  | 1.7978
.8792  | .1620  | 1.7987
.8792  | .1635  | 1.7997
.8792  | .1650  | 1.8006
.8792  | .1665  | 1.8016
.8792  | .1680  | 1.8025
.8792  | .1695  | 1.8034
.8792  | .1710  | 1.8044
.8792  | .1725  | 1.8053
.8792  | .1740  | 1.8062
.8792  | .1755  | 1.8071
.8792  | .1770  | 1.8081
.8792  | .1785  | 1.8090
.8792  | .1800  | 1.8099
.8792  | .1815  | 1.8108
.8792  | .1830  | 1.8117
.8792  | .1845  | 1.8126
.8792  | .1860  | 1.8135
.8792  | .1875  | 1.8145
.8792  | .1890  | 1.8154
.8792  | .1905  | 1.8163
.8792  | .1920  | 1.8172
.8792  | .1935  | 1.8181
.8792  | .1950  | 1.8190
.8792  | .1965  | 1.8199
.8792  | .1980  | 1.8208
.8792  | .1995  | 1.8217
.8792  | .2010  | 1.8225
.8792  | .2025  | 1.8234
.8792  | .2040  | 1.8243
.8792  | .2055  | 1.8252
.8792  | .2070  | 1.8261
.8792  | .2085  | 1.8270
.8792  | .2100  | 1.8279
.8792  | .2115  | 1.8287
.8792  | .2130  | 1.8296
.8792  | .2145  | 1.8305
.8792  | .2160  | 1.8314
.8792  | .2175  | 1.8322
.8792  | .2190  | 1.8331
.8792  | .2205  | 1.8340
.8792  | .2220  | 1.8349
.8792  | .2235  | 1.8357
.8792  | .2250  | 1.8366
.8792  | .2265  | 1.8374
.8792  | .2280  | 1.8383
.8792  | .2295  | 1.8392
.8792  | .2310  | 1.8400
.8792  | .2325  | 1.8409
.8792  | .2340  | 1.8417
.8792  | .2355  | 1.8426
.8792  | .2370  | 1.8434
.8792  | .2385  | 1.8443
.8792  | .2400  | 1.8451
.8792  | .2415  | 1.8460
.8792  | .2430  | 1.8468
.8776  | .1230  | 1.7657
.8776  | .1245  | 1.7667
.8776  | .1260  | 1.7677
.8776  | .1275  | 1.7687
.8776  | .1290  | 1.7697
.8776  | .1305  | 1.7707
.8776  | .1320  | 1.7717
.8776  | .1335  | 1.7727
.8776  | .1350  | 1.7736
.8776  | .1365  | 1.7746
.8776  | .1380  | 1.7756
.8776  | .1395  | 1.7766
.8776  | .1410  | 1.7776
.8776  | .1425  | 1.7785
.8776  | .1440  | 1.7795
.8776  | .1455  | 1.7805
.8776  | .1470  | 1.7814
.8776  | .1485  | 1.7824
.8776  | .1500  | 1.7834
.8776  | .1515  | 1.7843
.8776  | .1530  | 1.7853
.8776  | .1545  | 1.7863
.8776  | .1560  | 1.7872
.8776  | .1575  | 1.7882
.8776  | .1590  | 1.7891
.8776  | .1605  | 1.7901
.8776  | .1620  | 1.7910
.8776  | .1635  | 1.7920
.8776  | .1650  | 1.7929
.8776  | .1665  | 1.7938
.8776  | .1680  | 1.7948
.8776  | .1695  | 1.7957
.8776  | .1710  | 1.7967
.8776  | .1725  | 1.7976
.8776  | .1740  | 1.7985
.8776  | .1755  | 1.7995
.8776  | .1770  | 1.8004
.8776  | .1785  | 1.8013
.8776  | .1800  | 1.8022
.8776  | .1815  | 1.8032
.8776  | .1830  | 1.8041
.8776  | .1845  | 1.8050
.8776  | .1860  | 1.8059
.8776  | .1875  | 1.8068
.8776  | .1890  | 1.8077
.8776  | .1905  | 1.8087
.8776  | .1920  | 1.8096
.8776  | .1935  | 1.8105
.8776  | .1950  | 1.8114
.8776  | .1965  | 1.8123
.8776  | .1980  | 1.8132
.8776  | .1995  | 1.8141
.8776  | .2010  | 1.8150
.8776  | .2025  | 1.8159
.8776  | .2040  | 1.8168
.8776  | .2055  | 1.8177
.8776  | .2070  | 1.8186
.8776  | .2085  | 1.8195
.8776  | .2100  | 1.8203
.8776  | .2115  | 1.8212
.8776  | .2130  | 1.8221
.8776  | .2145  | 1.8230
.8776  | .2160  | 1.8239
.8776  | .2175  | 1.8248
.8776  | .2190  | 1.8256
.8776  | .2205  | 1.8265
.8776  | .2220  | 1.8274
.8776  | .2235  | 1.8282
.8776  | .2250  | 1.8291
.8776  | .2265  | 1.8300
.8776  | .2280  | 1.8309
.8776  | .2295  | 1.8317
.8776  | .2310  | 1.8326
.8776  | .2325  | 1.8334
.8776  | .2340  | 1.8343
.8776  | .2355  | 1.8352
.8776  | .2370  | 1.8360
.8776  | .2385  | 1.8369
.8776  | .2400  | 1.8377
.8776  | .2415  | 1.8386
.8776  | .2430  | 1.8394
.8760  | .1230  | 1.7579
.8760  | .1245  | 1.7589
.8760  | .1260  | 1.7599
.8760  | .1275  | 1.7609
.8760  | .1290  | 1.7619
.8760  | .1305  | 1.7629
.8760  | .1320  | 1.7639
.8760  | .1335  | 1.7649
.8760  | .1350  | 1.7659
.8760  | .1365  | 1.7669
.8760  | .1380  | 1.7678
.8760  | .1395  | 1.7688
.8760  | .1410  | 1.7698
.8760  | .1425  | 1.7708
.8760  | .1440  | 1.7718
.8760  | .1455  | 1.7727
.8760  | .1470  | 1.7737
.8760  | .1485  | 1.7747
.8760  | .1500  | 1.7757
.8760  | .1515  | 1.7766
.8760  | .1530  | 1.7776
.8760  | .1545  | 1.7786
.8760  | .1560  | 1.7795
.8760  | .1575  | 1.7805
.8760  | .1590  | 1.7814
.8760  | .1605  | 1.7824
.8760  | .1620  | 1.7833
.8760  | .1635  | 1.7843
.8760  | .1650  | 1.7853
.8760  | .1665  | 1.7862
.8760  | .1680  | 1.7871
.8760  | .1695  | 1.7881
.8760  | .1710  | 1.7890
.8760  | .1725  | 1.7900
.8760  | .1740  | 1.7909
.8760  | .1755  | 1.7918
.8760  | .1770  | 1.7928
.8760  | .1785  | 1.7937
.8760  | .1800  | 1.7946
.8760  | .1815  | 1.7956
.8760  | .1830  | 1.7965
.8760  | .1845  | 1.7974
.8760  | .1860  | 1.7984
.8760  | .1875  | 1.7993
.8760  | .1890  | 1.8002
.8760  | .1905  | 1.8011
.8760  | .1920  | 1.8020
.8760  | .1935  | 1.8029
.8760  | .1950  | 1.8039
.8760  | .1965  | 1.8048
.8760  | .1980  | 1.8057
.8760  | .1995  | 1.8066
.8760  | .2010  | 1.8075
.8760  | .2025  | 1.8084
.8760  | .2040  | 1.8093
.8760  | .2055  | 1.8102
.8760  | .2070  | 1.8111
.8760  | .2085  | 1.8120
.8760  | .2100  | 1.8129
.8760  | .2115  | 1.8138
.8760  | .2130  | 1.8147
.8760  | .2145  | 1.8155
.8760  | .2160  | 1.8164
.8760  | .2175  | 1.8173
.8760  | .2190  | 1.8182
.8760  | .2205  | 1.8191
.8760  | .2220  | 1.8200
.8760  | .2235  | 1.8208
.8760  | .2250  | 1.8217
.8760  | .2265  | 1.8226
.8760  | .2280  | 1.8235
.8760  | .2295  | 1.8243
.8760  | .2310  | 1.8252
.8760  | .2325  | 1.8261
.8760  | .2340  | 1.8269
.8760  | .2355  | 1.8278
.8760  | .2370  | 1.8287
.8760  | .2385  | 1.8295
.8760  | .2400  | 1.8304
.8760  | .2415  | 1.8312
.8760  | .2430  | 1.8321
.8744  | .1230  | 1.7501
.8744  | .1245  | 1.7511
.8744  | .1260  | 1.7521
.8744  | .1275  | 1.7531
.8744  | .1290  | 1.7541
.8744  | .1305  | 1.7551
.8744  | .1320  | 1.7561
.8744  | .1335  | 1.7571
.8744  | .1350  | 1.7581
.8744  | .1365  | 1.7591
.8744  | .1380  | 1.7601
.8744  | .1395  | 1.7611
.8744  | .1410  | 1.7621
.8744  | .1425  | 1.7631
.8744  | .1440  | 1.7641
.8744  | .1455  | 1.7651
.8744  | .1470  | 1.7660
.8744  | .1485  | 1.7670
.8744  | .1500  | 1.7680
.8744  | .1515  | 1.7690
.8744  | .1530  | 1.7699
.8744  | .1545  | 1.7709
.8744  | .1560  | 1.7719
.8744  | .1575  | 1.7729
.8744  | .1590  | 1.7738
.8744  | .1605  | 1.7748
.8744  | .1620  | 1.7757
.8744  | .1635  | 1.7767
.8744  | .1650  | 1.7777
.8744  | .1665  | 1.7786
.8744  | .1680  | 1.7796
.8744  | .1695  | 1.7805
.8744  | .1710  | 1.7815
.8744  | .1725  | 1.7824
.8744  | .1740  | 1.7834
.8744  | .1755  | 1.7843
.8744  | .1770  | 1.7852
.8744  | .1785  | 1.7862
.8744  | .1800  | 1.7871
.8744  | .1815  | 1.7880
.8744  | .1830  | 1.7890
.8744  | .1845  | 1.7899
.8744  | .1860  | 1.7908
.8744  | .1875  | 1.7918
.8744  | .1890  | 1.7927
.8744  | .1905  | 1.7936
.8744  | .1920  | 1.7945
.8744  | .1935  | 1.7955
.8744  | .1950  | 1.7964
.8744  | .1965  | 1.7973
.8744  | .1980  | 1.7982
.8744  | .1995  | 1.7991
.8744  | .2010  | 1.8000
.8744  | .2025  | 1.8009
.8744  | .2040  | 1.8018
.8744  | .2055  | 1.8028
.8744  | .2070  | 1.8037
.8744  | .2085  | 1.8046
.8744  | .2100  | 1.8055
.8744  | .2115  | 1.8064
.8744  | .2130  | 1.8072
.8744  | .2145  | 1.8081
.8744  | .2160  | 1.8090
.8744  | .2175  | 1.8099
.8744  | .2190  | 1.8108
.8744  | .2205  | 1.8117
.8744  | .2220  | 1.8126
.8744  | .2235  | 1.8135
.8744  | .2250  | 1.8144
.8744  | .2265  | 1.8152
.8744  | .2280  | 1.8161
.8744  | .2295  | 1.8170
.8744  | .2310  | 1.8179
.8744  | .2325  | 1.8187
.8744  | .2340  | 1.8196
.8744  | .2355  | 1.8205
.8744  | .2370  | 1.8213
.8744  | .2385  | 1.8222
.8744  | .2400  | 1.8231
.8744  | .2415  | 1.8239
.8744  | .2430  | 1.8248
.8728  | .1230  | 1.7424
.8728  | .1245  | 1.7434
.8728  | .1260  | 1.7444
.8728  | .1275  | 1.7454
.8728  | .1290  | 1.7464
.8728  | .1305  | 1.7475
.8728  | .1320  | 1.7485
.8728  | .1335  | 1.7495
.8728  | .1350  | 1.7505
.8728  | .1365  | 1.7515
.8728  | .1380  | 1.7525
.8728  | .1395  | 1.7535
.8728  | .1410  | 1.7545
.8728  | .1425  | 1.7555
.8728  | .1440  | 1.7565
.8728  | .1455  | 1.7574
.8728  | .1470  | 1.7584
.8728  | .1485  | 1.7594
.8728  | .1500  | 1.7604
.8728  | .1515  | 1.7614
.8728  | .1530  | 1.7624
.8728  | .1545  | 1.7633
.8728  | .1560  | 1.7643
.8728  | .1575  | 1.7653
.8728  | .1590  | 1.7663
.8728  | .1605  | 1.7672
.8728  | .1620  | 1.7682
.8728  | .1635  | 1.7692
.8728  | .1650  | 1.7701
.8728  | .1665  | 1.7711
.8728  | .1680  | 1.7720
.8728  | .1695  | 1.7730
.8728  | .1710  | 1.7739
.8728  | .1725  | 1.7749
.8728  | .1740  | 1.7758
.8728  | .1755  | 1.7768
.8728  | .1770  | 1.7777
.8728  | .1785  | 1.7787
.8728  | .1800  | 1.7796
.8728  | .1815  | 1.7806
.8728  | .1830  | 1.7815
.8728  | .1845  | 1.7824
.8728  | .1860  | 1.7834
.8728  | .1875  | 1.7843
.8728  | .1890  | 1.7852
.8728  | .1905  | 1.7862
.8728  | .1920  | 1.7871
.8728  | .1935  | 1.7880
.8728  | .1950  | 1.7890
.8728  | .1965  | 1.7899
.8728  | .1980  | 1.7908
.8728  | .1995  | 1.7917
.8728  | .2010  | 1.7926
.8728  | .2025  | 1.7935
.8728  | .2040  | 1.7945
.8728  | .2055  | 1.7954
.8728  | .2070  | 1.7963
.8728  | .2085  | 1.7972
.8728  | .2100  | 1.7981
.8728  | .2115  | 1.7990
.8728  | .2130  | 1.7999
.8728  | .2145  | 1.8008
.8728  | .2160  | 1.8017
.8728  | .2175  | 1.8026
.8728  | .2190  | 1.8035
.8728  | .2205  | 1.8044
.8728  | .2220  | 1.8053
.8728  | .2235  | 1.8062
.8728  | .2250  | 1.8071
.8728  | .2265  | 1.8079
.8728  | .2280  | 1.8088
.8728  | .2295  | 1.8097
.8728  | .2310  | 1.8106
.8728  | .2325  | 1.8115
.8728  | .2340  | 1.8123
.8728  | .2355  | 1.8132
.8728  | .2370  | 1.8141
.8728  | .2385  | 1.8150
.8728  | .2400  | 1.8158
.8728  | .2415  | 1.8167
.8728  | .2430  | 1.8176
.8712  | .1230  | 1.7347
.8712  | .1245  | 1.7357
.8712  | .1260  | 1.7368
.8712  | .1275  | 1.7378
.8712  | .1290  | 1.7388
.8712  | .1305  | 1.7398
.8712  | .1320  | 1.7408
.8712  | .1335  | 1.7419
.8712  | .1350  | 1.7429
.8712  | .1365  | 1.7439
.8712  | .1380  | 1.7449
.8712  | .1395  | 1.7459
.8712  | .1410  | 1.7469
.8712  | .1425  | 1.7479
.8712  | .1440  | 1.7489
.8712  | .1455  | 1.7499
.8712  | .1470  | 1.7509
.8712  | .1485  | 1.7519
.8712  | .1500  | 1.7528
.8712  | .1515  | 1.7538
.8712  | .1530  | 1.7548
.8712  | .1545  | 1.7558
.8712  | .1560  | 1.7568
.8712  | .1575  | 1.7578
.8712  | .1590  | 1.7587
.8712  | .1605  | 1.7597
.8712  | .1620  | 1.7607
.8712  | .1635  | 1.7617
.8712  | .1650  | 1.7626
.8712  | .1665  | 1.7636
.8712  | .1680  | 1.7646
.8712  | .1695  | 1.7655
.8712  | .1710  | 1.7665
.8712  | .1725  | 1.7674
.8712  | .1740  | 1.7684
.8712  | .1755  | 1.7694
.8712  | .1770  | 1.7703
.8712  | .1785  | 1.7713
.8712  | .1800  | 1.7722
.8712  | .1815  | 1.7732
.8712  | .1830  | 1.7741
.8712  | .1845  | 1.7750
.8712  | .1860  | 1.7760
.8712  | .1875  | 1.7769
.8712  | .1890  | 1.7779
.8712  | .1905  | 1.7788
.8712  | .1920  | 1.7797
.8712  | .1935  | 1.7807
.8712  | .1950  | 1.7816
.8712  | .1965  | 1.7825
.8712  | .1980  | 1.7834
.8712  | .1995  | 1.7844
.8712  | .2010  | 1.7853
.8712  | .2025  | 1.7862
.8712  | .2040  | 1.7871
.8712  | .2055  | 1.7881
.8712  | .2070  | 1.7890
.8712  | .2085  | 1.7899
.8712  | .2100  | 1.7908
.8712  | .2115  | 1.7917
.8712  | .2130  | 1.7926
.8712  | .2145  | 1.7935
.8712  | .2160  | 1.7944
.8712  | .2175  | 1.7953
.8712  | .2190  | 1.7962
.8712  | .2205  | 1.7971
.8712  | .2220  | 1.7980
.8712  | .2235  | 1.7989
.8712  | .2250  | 1.7998
.8712  | .2265  | 1.8007
.8712  | .2280  | 1.8016
.8712  | .2295  | 1.8025
.8712  | .2310  | 1.8034
.8712  | .2325  | 1.8042
.8712  | .2340  | 1.8051
.8712  | .2355  | 1.8060
.8712  | .2370  | 1.8069
.8712  | .2385  | 1.8078
.8712  | .2400  | 1.8086
.8712  | .2415  | 1.8095
.8712  | .2430  | 1.8104
.8696  | .1230  | 1.7271
.8696  | .1245  | 1.7282
.8696  | .1260  | 1.7292
.8696  | .1275  | 1.7302
.8696  | .1290  | 1.7312
.8696  | .1305  | 1.7323
.8696  | .1320  | 1.7333
.8696  | .1335  | 1.7343
.8696  | .1350  | 1.7353
.8696  | .1365  | 1.7363
.8696  | .1380  | 1.7373
.8696  | .1395  | 1.7383
.8696  | .1410  | 1.7394
.8696  | .1425  | 1.7404
.8696  | .1440  | 1.7414
.8696  | .1455  | 1.7424
.8696  | .1470  | 1.7434
.8696  | .1485  | 1.7444
.8696  | .1500  | 1.7454
.8696  | .1515  | 1.7464
.8696  | .1530  | 1.7473
.8696  | .1545  | 1.7483
.8696  | .1560  | 1.7493
.8696  | .1575  | 1.7503
.8696  | .1590  | 1.7513
.8696  | .1605  | 1.7523
.8696  | .1620  | 1.7532
.8696  | .1635  | 1.7542
.8696  | .1650  | 1.7552
.8696  | .1665  | 1.7562
.8696  | .1680  | 1.7571
.8696  | .1695  | 1.7581
.8696  | .1710  | 1.7591
.8696  | .1725  | 1.7600
.8696  | .1740  | 1.7610
.8696  | .1755  | 1.7620
.8696  | .1770  | 1.7629
.8696  | .1785  | 1.7639
.8696  | .1800  | 1.7648
.8696  | .1815  | 1.7658
.8696  | .1830  | 1.7667
.8696  | .1845  | 1.7677
.8696  | .1860  | 1.7686
.8696  | .1875  | 1.7696
.8696  | .1890  | 1.7705
.8696  | .1905  | 1.7715
.8696  | .1920  | 1.7724
.8696  | .1935  | 1.7733
.8696  | .1950  | 1.7743
.8696  | .1965  | 1.7752
.8696  | .1980  | 1.7761
.8696  | .1995  | 1.7771
.8696  | .2010  | 1.7780
.8696  | .2025  | 1.7789
.8696  | .2040  | 1.7799
.8696  | .2055  | 1.7808
.8696  | .2070  | 1.7817
.8696  | .2085  | 1.7826
.8696  | .2100  | 1.7835
.8696  | .2115  | 1.7845
.8696  | .2130  | 1.7854
.8696  | .2145  | 1.7863
.8696  | .2160  | 1.7872
.8696  | .2175  | 1.7881
.8696  | .2190  | 1.7890
.8696  | .2205  | 1.7899
.8696  | .2220  | 1.7908
.8696  | .2235  | 1.7917
.8696  | .2250  | 1.7926
.8696  | .2265  | 1.7935
.8696  | .2280  | 1.7944
.8696  | .2295  | 1.7953
.8696  | .2310  | 1.7962
.8696  | .2325  | 1.7971
.8696  | .2340  | 1.7980
.8696  | .2355  | 1.7989
.8696  | .2370  | 1.7997
.8696  | .2385  | 1.8006
.8696  | .2400  | 1.8015
.8696  | .2415  | 1.8024
.8696  | .2430  | 1.8033
.8680  | .1230  | 1.7196
.8680  | .1245  | 1.7206
.8680  | .1260  | 1.7216
.8680  | .1275  | 1.7227
.8680  | .1290  | 1.7237
.8680  | .1305  | 1.7247
.8680  | .1320  | 1.7258
.8680  | .1335  | 1.7268
.8680  | .1350  | 1.7278
.8680  | .1365  | 1.7288
.8680  | .1380  | 1.7299
.8680  | .1395  | 1.7309
.8680  | .1410  | 1.7319
.8680  | .1425  | 1.7329
.8680  | .1440  | 1.7339
.8680  | .1455  | 1.7349
.8680  | .1470  | 1.7359
.8680  | .1485  | 1.7369
.8680  | .1500  | 1.7379
.8680  | .1515  | 1.7389
.8680  | .1530  | 1.7399
.8680  | .1545  | 1.7409
.8680  | .1560  | 1.7419
.8680  | .1575  | 1.7429
.8680  | .1590  | 1.7439
.8680  | .1605  | 1.7449
.8680  | .1620  | 1.7459
.8680  | .1635  | 1.7468
.8680  | .1650  | 1.7478
.8680  | .1665  | 1.7488
.8680  | .1680  | 1.7498
.8680  | .1695  | 1.7508
.8680  | .1710  | 1.7517
.8680  | .1725  | 1.7527
.8680  | .1740  | 1.7537
.8680  | .1755  | 1.7546
.8680  | .1770  | 1.7556
.8680  | .1785  | 1.7566
.8680  | .1800  | 1.7575
.8680  | .1815  | 1.7585
.8680  | .1830  | 1.7594
.8680  | .1845  | 1.7604
.8680  | .1860  | 1.7613
.8680  | .1875  | 1.7623
.8680  | .1890  | 1.7632
.8680  | .1905  | 1.7642
.8680  | .1920  | 1.7651
.8680  | .1935  | 1.7661
.8680  | .1950  | 1.7670
.8680  | .1965  | 1.7680
.8680  | .1980  | 1.7689
.8680  | .1995  | 1.7698
.8680  | .2010  | 1.7708
.8680  | .2025  | 1.7717
.8680  | .2040  | 1.7726
.8680  | .2055  | 1.7736
.8680  | .2070  | 1.7745
.8680  | .2085  | 1.7754
.8680  | .2100  | 1.7763
.8680  | .2115  | 1.7773
.8680  | .2130  | 1.7782
.8680  | .2145  | 1.7791
.8680  | .2160  | 1.7800
.8680  | .2175  | 1.7809
.8680  | .2190  | 1.7818
.8680  | .2205  | 1.7827
.8680  | .2220  | 1.7837
.8680  | .2235  | 1.7846
.8680  | .2250  | 1.7855
.8680  | .2265  | 1.7864
.8680  | .2280  | 1.7873
.8680  | .2295  | 1.7882
.8680  | .2310  | 1.7891
.8680  | .2325  | 1.7900
.8680  | .2340  | 1.7909
.8680  | .2355  | 1.7917
.8680  | .2370  | 1.7926
.8680  | .2385  | 1.7935
.8680  | .2400  | 1.7944
.8680  | .2415  | 1.7953
.8680  | .2430  | 1.7962
.8664  | .1230  | 1.7121
.8664  | .1245  | 1.7131
.8664  | .1260  | 1.7142
.8664  | .1275  | 1.7152
.8664  | .1290  | 1.7162
.8664  | .1305  | 1.7173
.8664  | .1320  | 1.7183
.8664  | .1335  | 1.7193
.8664  | .1350  | 1.7204
.8664  | .1365  | 1.7214
.8664  | .1380  | 1.7224
.8664  | .1395  | 1.7234
.8664  | .1410  | 1.7245
.8664  | .1425  | 1.7255
.8664  | .1440  | 1.7265
.8664  | .1455  | 1.7275
.8664  | .1470  | 1.7285
.8664  | .1485  | 1.7295
.8664  | .1500  | 1.7305
.8664  | .1515  | 1.7315
.8664  | .1530  | 1.7326
.8664  | .1545  | 1.7336
.8664  | .1560  | 1.7346
.8664  | .1575  | 1.7355
.8664  | .1590  | 1.7365
.8664  | .1605  | 1.7375
.8664  | .1620  | 1.7385
.8664  | .1635  | 1.7395
.8664  | .1650  | 1.7405
.8664  | .1665  | 1.7415
.8664  | .1680  | 1.7425
.8664  | .1695  | 1.7434
.8664  | .1710  | 1.7444
.8664  | .1725  | 1.7454
.8664  | .1740  | 1.7464
.8664  | .1755  | 1.7474
.8664  | .1770  | 1.7483
.8664  | .1785  | 1.7493
.8664  | .1800  | 1.7503
.8664  | .1815  | 1.7512
.8664  | .1830  | 1.7522
.8664  | .1845  | 1.7531
.8664  | .1860  | 1.7541
.8664  | .1875  | 1.7551
.8664  | .1890  | 1.7560
.8664  | .1905  | 1.7570
.8664  | .1920  | 1.7579
.8664  | .1935  | 1.7589
.8664  | .1950  | 1.7598
.8664  | .1965  | 1.7608
.8664  | .1980  | 1.7617
.8664  | .1995  | 1.7626
.8664  | .2010  | 1.7636
.8664  | .2025  | 1.7645
.8664  | .2040  | 1.7655
.8664  | .2055  | 1.7664
.8664  | .2070  | 1.7673
.8664  | .2085  | 1.7683
.8664  | .2100  | 1.7692
.8664  | .2115  | 1.7701
.8664  | .2130  | 1.7710
.8664  | .2145  | 1.7720
.8664  | .2160  | 1.7729
.8664  | .2175  | 1.7738
.8664  | .2190  | 1.7747
.8664  | .2205  | 1.7756
.8664  | .2220  | 1.7765
.8664  | .2235  | 1.7775
.8664  | .2250  | 1.7784
.8664  | .2265  | 1.7793
.8664  | .2280  | 1.7802
.8664  | .2295  | 1.7811
.8664  | .2310  | 1.7820
.8664  | .2325  | 1.7829
.8664  | .2340  | 1.7838
.8664  | .2355  | 1.7847
.8664  | .2370  | 1.7856
.8664  | .2385  | 1.7865
.8664  | .2400  | 1.7874
.8664  | .2415  | 1.7883
.8664  | .2430  | 1.7892
.8648  | .1230  | 1.7046
.8648  | .1245  | 1.7057
.8648  | .1260  | 1.7067
.8648  | .1275  | 1.7078
.8648  | .1290  | 1.7088
.8648  | .1305  | 1.7099
.8648  | .1320  | 1.7109
.8648  | .1335  | 1.7120
.8648  | .1350  | 1.7130
.8648  | .1365  | 1.7140
.8648  | .1380  | 1.7150
.8648  | .1395  | 1.7161
.8648  | .1410  | 1.7171
.8648  | .1425  | 1.7181
.8648  | .1440  | 1.7191
.8648  | .1455  | 1.7202
.8648  | .1470  | 1.7212
.8648  | .1485  | 1.7222
.8648  | .1500  | 1.7232
.8648  | .1515  | 1.7242
.8648  | .1530  | 1.7252
.8648  | .1545  | 1.7262
.8648  | .1560  | 1.7272
.8648  | .1575  | 1.7282
.8648  | .1590  | 1.7292
.8648  | .1605  | 1.7302
.8648  | .1620  | 1.7312
.8648  | .1635  | 1.7322
.8648  | .1650  | 1.7332
